,--genes,--cells,--strains,--tissue-depth,--output-cell-fraction,--output-cells-random,--input-fraction,--input-signal-depth,--alpha-esm,--esms,--esm-threshold,--delay,--window-size,--function
7157,279,125,20,0,1.0,,0.113338,12,0.060871,18,14.721906,0,7,parity
7158,81,2197,7,0,1.0,,0.643246,14,0.01017,3,77.26335,0,7,parity
7159,223,8,9,0,1.0,,0.502626,9,0.005988,14,24.481881,0,7,parity
7160,171,1728,19,0,1.0,,0.95443,15,0.009133,11,20.146251,0,7,parity
7161,191,1000,13,0,1.0,,0.80038,13,0.009261,1,87.758538,0,7,parity
7162,146,64,17,0,1.0,,0.497901,1,0.005558,6,31.311794,0,7,parity
7163,255,512,2,0,1.0,,0.153054,2,0.006876,1,96.801123,0,7,parity
7164,244,1331,2,0,1.0,,0.334183,13,0.094189,16,81.536507,0,7,parity
7165,397,1331,12,0,1.0,,0.896724,3,0.025282,11,53.809635,0,7,parity
7166,270,343,4,0,1.0,,0.547211,9,0.035671,18,61.408135,0,7,parity
7167,286,1728,5,0,1.0,,0.874042,8,0.006806,5,88.139906,0,7,parity
7168,191,2197,10,0,1.0,,0.737375,8,0.070324,1,89.906917,0,7,parity
7169,464,8,9,0,1.0,,0.180032,5,0.070699,7,45.878688,0,7,parity
7170,335,1331,13,0,1.0,,0.910635,9,0.015488,8,32.215209,0,7,parity
7171,395,1000,12,0,1.0,,0.106866,3,0.450235,7,21.402762,0,7,parity
7172,234,1000,8,0,1.0,,0.131296,4,0.075445,10,74.443024,0,7,parity
7173,309,729,5,0,1.0,,0.506508,11,0.082419,8,72.837085,0,7,parity
7174,382,1331,17,0,1.0,,0.667793,1,0.00589,8,66.623994,0,7,parity
7175,225,1000,5,0,1.0,,0.940484,4,0.083197,15,75.080125,0,7,parity
7176,253,1,15,0,1.0,,0.985641,12,0.032364,8,66.121674,0,7,parity
7177,281,216,15,0,1.0,,0.384793,3,0.010676,9,29.609586,0,7,parity
7178,42,8,18,0,1.0,,0.98894,5,0.017495,6,71.768078,0,7,parity
7179,57,8,15,0,1.0,,0.186262,12,0.007175,20,97.859709,0,7,parity
7180,100,8,3,0,1.0,,0.762528,2,0.007512,12,72.664253,0,7,parity
7181,200,3375,19,0,1.0,,0.755112,3,0.011099,2,46.466767,0,7,parity
7182,113,8,17,0,1.0,,0.302269,3,0.098686,0,79.499172,0,7,parity
7183,104,8,15,0,1.0,,0.418632,11,0.01094,10,49.835395,0,7,parity
7184,486,8,8,0,1.0,,0.902783,3,0.024376,19,90.53048,0,7,parity
7185,68,2744,19,0,1.0,,0.29891,12,0.014248,5,56.590476,0,7,parity
7186,79,64,14,0,1.0,,0.121165,5,0.025026,18,76.786476,0,7,parity
7187,232,1331,10,0,1.0,,0.137102,5,0.066014,10,39.572983,0,7,parity
7188,21,1,12,0,1.0,,0.479118,9,0.503875,7,42.484848,0,7,parity
7189,194,1728,5,0,1.0,,0.789886,9,0.238247,20,25.840974,0,7,parity
7190,141,729,3,0,1.0,,0.846534,5,0.010761,14,13.956202,0,7,parity
7191,87,512,15,0,1.0,,0.264136,9,0.016888,8,93.401839,0,7,parity
7192,165,1000,2,0,1.0,,0.850652,1,0.153511,15,41.597318,0,7,parity
7193,242,729,7,0,1.0,,0.21871,5,0.018423,20,76.555425,0,7,parity
7194,497,1,5,0,1.0,,0.179552,8,0.034307,13,35.20944,0,7,parity
7195,93,1,19,0,1.0,,0.822718,2,0.011703,5,92.443249,0,7,parity
7196,68,1,18,0,1.0,,0.652263,15,0.027569,9,38.824789,0,7,parity
7197,37,64,16,0,1.0,,0.773628,3,0.013347,4,64.239753,0,7,parity
7198,96,27,20,0,1.0,,0.346903,4,0.009466,18,63.985624,0,7,parity
7199,473,1,8,0,1.0,,0.817901,3,0.011121,12,37.266614,0,7,parity
7200,157,64,9,0,1.0,,0.796488,6,0.038721,9,72.611275,0,7,parity
7201,201,2197,4,0,1.0,,0.478383,1,0.091565,5,75.728507,0,7,parity
7202,470,343,1,0,1.0,,0.500921,8,0.062724,20,94.418354,0,7,parity
7203,56,343,10,0,1.0,,0.338417,5,0.007459,6,47.23099,0,7,parity
7204,486,1331,15,0,1.0,,0.459433,4,0.073129,11,27.592511,0,7,parity
7205,395,343,10,0,1.0,,0.357522,5,0.030214,4,91.068833,0,7,parity
7206,479,64,14,0,1.0,,0.938323,5,0.013363,13,16.486132,0,7,parity
7207,41,512,11,0,1.0,,0.942077,5,0.153303,5,71.682415,0,7,parity
7208,206,729,17,0,1.0,,0.622673,4,0.033234,16,69.511379,0,7,parity
7209,242,1,19,0,1.0,,0.592749,6,0.010776,1,58.539642,0,7,parity
7210,500,64,2,0,1.0,,0.401098,15,0.202499,9,65.993098,0,7,parity
7211,422,512,8,0,1.0,,0.221408,1,0.103199,13,20.513097,0,7,parity
7212,292,27,10,0,1.0,,0.534164,14,0.008161,6,14.701762,0,7,parity
7213,10,1,6,0,1.0,,0.577285,11,0.014488,2,49.000062,0,7,parity
7214,377,125,17,0,1.0,,0.712253,12,0.065776,4,95.575089,0,7,parity
7215,201,125,7,0,1.0,,0.811039,4,0.189881,6,34.238534,0,7,parity
7216,52,2197,18,0,1.0,,0.80629,9,0.048595,13,75.095659,0,7,parity
7217,442,343,18,0,1.0,,0.627846,15,0.007135,1,11.364014,0,7,parity
7218,113,1000,10,0,1.0,,0.330381,7,0.05819,18,15.814744,0,7,parity
7219,326,2197,18,0,1.0,,0.51751,5,0.014557,18,85.258392,0,7,parity
7220,37,2197,11,0,1.0,,0.799166,1,0.013956,19,48.689082,0,7,parity
7221,127,8,3,0,1.0,,0.34975,11,0.011879,15,15.861199,0,7,parity
7222,257,64,17,0,1.0,,0.864125,1,0.016899,19,67.049842,0,7,parity
7223,359,2744,12,0,1.0,,0.580386,11,0.008082,6,44.628009,0,7,parity
7224,372,2197,5,0,1.0,,0.341939,3,0.107838,5,92.475058,0,7,parity
7225,349,2197,18,0,1.0,,0.122342,2,0.010561,5,39.625919,0,7,parity
7226,132,2744,3,0,1.0,,0.313806,3,0.244086,5,73.520196,0,7,parity
7227,168,1331,16,0,1.0,,0.290766,3,0.010758,20,22.193036,0,7,parity
7228,344,1331,7,0,1.0,,0.654192,14,0.711416,15,84.038655,0,7,parity
7229,295,2744,5,0,1.0,,0.117869,14,0.01908,2,21.69798,0,7,parity
7230,375,512,2,0,1.0,,0.994862,11,0.201403,16,58.146866,0,7,parity
7231,453,64,8,0,1.0,,0.145347,1,0.039692,16,65.678125,0,7,parity
7232,463,64,2,0,1.0,,0.991911,1,0.028181,2,57.635365,0,7,parity
7233,148,2197,11,0,1.0,,0.603392,5,0.119199,13,25.050075,0,7,parity
7234,263,27,6,0,1.0,,0.81148,6,0.060224,14,70.292496,0,7,parity
7235,133,343,10,0,1.0,,0.203211,12,0.043664,9,21.164869,0,7,parity
7236,353,343,15,0,1.0,,0.945659,15,0.107068,17,50.918168,0,7,parity
7237,446,2197,8,0,1.0,,0.56927,9,0.006011,8,38.836502,0,7,parity
7238,357,27,4,0,1.0,,0.13385,3,0.101861,2,46.935994,0,7,parity
7239,70,512,13,0,1.0,,0.354535,14,0.007353,13,38.596216,0,7,parity
7240,196,1,19,0,1.0,,0.114205,9,0.049522,18,61.078837,0,7,parity
7241,181,729,1,0,1.0,,0.211713,9,0.046831,6,95.336384,0,7,parity
7242,182,512,5,0,1.0,,0.768931,9,0.00686,12,20.366089,0,7,parity
7243,393,1728,8,0,1.0,,0.278796,7,0.035354,8,61.144927,0,7,parity
7244,136,1728,6,0,1.0,,0.685945,4,0.013797,19,39.98915,0,7,parity
7245,271,1000,15,0,1.0,,0.942574,10,0.006978,0,35.111977,0,7,parity
7246,405,729,12,0,1.0,,0.893844,8,0.006261,19,82.516374,0,7,parity
7247,67,1728,14,0,1.0,,0.974143,14,0.024297,6,20.602362,0,7,parity
7248,42,64,17,0,1.0,,0.737748,13,0.017325,1,59.872107,0,7,parity
7249,409,1,10,0,1.0,,0.208922,4,0.083109,16,58.489734,0,7,parity
7250,297,1728,7,0,1.0,,0.21745,12,0.073791,3,87.377589,0,7,parity
7251,142,2744,8,0,1.0,,0.460238,13,0.210689,12,98.132143,0,7,parity
7252,23,1,3,0,1.0,,0.635959,4,0.012077,10,63.783134,0,7,parity
7253,169,1000,17,0,1.0,,0.674693,1,0.012357,19,68.235533,0,7,parity
7254,55,1,11,0,1.0,,0.575049,7,0.04714,12,35.584024,0,7,parity
7255,400,216,16,0,1.0,,0.518804,1,0.0163,16,72.550264,0,7,parity
7256,51,2197,8,0,1.0,,0.861118,14,0.008683,15,69.133665,0,7,parity
7257,500,64,8,0,1.0,,0.305489,4,0.065813,15,61.106101,0,7,parity
7258,168,2744,12,0,1.0,,0.307487,3,0.016201,20,31.221157,0,7,parity
7259,229,1,1,0,1.0,,0.557633,4,0.222784,5,58.472591,0,7,parity
7260,97,1331,10,0,1.0,,0.38463,10,0.03835,8,74.974112,0,7,parity
7261,259,64,19,0,1.0,,0.133599,2,0.01792,15,20.395364,0,7,parity
7262,154,1331,1,0,1.0,,0.327719,4,0.218451,14,22.419434,0,7,parity
7263,353,512,1,0,1.0,,0.565,11,0.008933,5,59.722704,0,7,parity
7264,309,512,9,0,1.0,,0.621748,10,0.102046,1,70.927089,0,7,parity
7265,460,8,1,0,1.0,,0.103874,9,0.087325,17,97.948131,0,7,parity
7266,183,1000,6,0,1.0,,0.925335,10,0.012421,15,82.959715,0,7,parity
7267,306,64,17,0,1.0,,0.770352,12,0.026748,2,75.545617,0,7,parity
7268,167,512,4,0,1.0,,0.773986,14,0.081794,18,48.579386,0,7,parity
7269,316,64,11,0,1.0,,0.772656,13,0.014651,6,59.277792,0,7,parity
7270,102,1,1,0,1.0,,0.389783,2,0.023124,1,74.202486,0,7,parity
7271,129,512,19,0,1.0,,0.534592,7,0.038657,2,57.78717,0,7,parity
7272,184,512,11,0,1.0,,0.675091,4,0.015532,0,91.791555,0,7,parity
7273,478,512,18,0,1.0,,0.332604,8,0.016457,9,43.463014,0,7,parity
7274,499,512,8,0,1.0,,0.164248,14,0.069974,9,48.347663,0,7,parity
7275,340,8,4,0,1.0,,0.370459,10,0.014077,1,96.633947,0,7,parity
7276,327,3375,11,0,1.0,,0.174424,10,0.041707,4,25.9801,0,7,parity
7277,380,125,6,0,1.0,,0.446869,4,0.007726,14,11.736091,0,7,parity
7278,280,1000,10,0,1.0,,0.536974,8,0.09925,4,64.35095,0,7,parity
7279,219,343,14,0,1.0,,0.375218,13,0.192588,19,96.811415,0,7,parity
7280,26,343,12,0,1.0,,0.367926,8,0.770631,11,37.77465,0,7,parity
7281,292,2197,15,0,1.0,,0.347745,6,0.030986,4,19.053578,0,7,parity
7282,455,2744,8,0,1.0,,0.975412,10,0.035155,16,21.527269,0,7,parity
7283,229,2744,14,0,1.0,,0.588585,15,0.016418,2,77.971435,0,7,parity
7284,259,8,7,0,1.0,,0.352621,8,0.005653,6,76.331159,0,7,parity
7285,342,8,3,0,1.0,,0.24693,11,0.040532,9,70.331163,0,7,parity
7286,230,512,9,0,1.0,,0.918188,14,0.017552,17,90.320565,0,7,parity
7287,461,1331,4,0,1.0,,0.461452,2,0.011911,5,26.424,0,7,parity
7288,327,27,5,0,1.0,,0.549991,14,0.006444,3,90.977676,0,7,parity
7289,363,343,17,0,1.0,,0.701547,4,0.012398,17,22.369594,0,7,parity
7290,370,1728,6,0,1.0,,0.304034,8,0.044701,9,17.32553,0,7,parity
7291,297,2744,14,0,1.0,,0.937497,5,0.012212,20,29.546017,0,7,parity
7292,137,27,8,0,1.0,,0.454844,7,0.012337,6,65.191706,0,7,parity
7293,350,1000,7,0,1.0,,0.114997,8,0.177895,12,70.102474,0,7,parity
7294,248,64,15,0,1.0,,0.747792,9,0.073543,14,30.77228,0,7,parity
7295,23,216,5,0,1.0,,0.553107,10,0.02586,16,30.369218,0,7,parity
7296,385,343,1,0,1.0,,0.764685,13,0.028431,8,42.168007,0,7,parity
7297,412,343,13,0,1.0,,0.437713,2,0.049222,3,99.569546,0,7,parity
7298,492,2744,4,0,1.0,,0.776049,12,0.043808,4,86.740197,0,7,parity
7299,447,729,8,0,1.0,,0.81237,15,0.009088,4,47.64323,0,7,parity
7300,134,8,18,0,1.0,,0.819739,7,0.005971,1,22.535027,0,7,parity
7301,445,1,15,0,1.0,,0.537339,1,0.009296,0,10.960049,0,7,parity
7302,260,343,19,0,1.0,,0.710962,9,0.207388,10,46.97559,0,7,parity
7303,475,343,6,0,1.0,,0.762651,12,0.433201,17,16.107404,0,7,parity
7304,166,729,19,0,1.0,,0.585516,12,0.010004,11,81.403641,0,7,parity
7305,409,125,10,0,1.0,,0.393974,2,0.013327,12,87.613163,0,7,parity
7306,68,8,3,0,1.0,,0.797587,3,0.010329,8,94.13401,0,7,parity
7307,49,1,1,0,1.0,,0.540507,4,0.013046,0,66.126602,0,7,parity
7308,263,729,3,0,1.0,,0.615763,8,0.031669,20,35.440733,0,7,parity
7309,19,1000,18,0,1.0,,0.699009,5,0.005584,16,58.495078,0,7,parity
7310,316,3375,13,0,1.0,,0.931808,8,0.026724,5,69.340254,0,7,parity
7311,462,64,19,0,1.0,,0.592275,1,0.007745,19,98.358555,0,7,parity
7312,65,3375,4,0,1.0,,0.326013,12,0.042895,11,28.449964,0,7,parity
7313,93,2197,17,0,1.0,,0.487766,9,0.00678,8,64.945981,0,7,parity
7314,106,1,15,0,1.0,,0.123363,5,0.304894,3,62.342103,0,7,parity
7315,245,216,4,0,1.0,,0.157681,10,0.00648,19,20.132365,0,7,parity
7316,421,1000,7,0,1.0,,0.506585,2,0.012145,20,11.388274,0,7,parity
7317,173,1000,9,0,1.0,,0.879178,7,0.047317,8,34.823604,0,7,parity
7318,87,216,11,0,1.0,,0.75674,9,0.007967,8,24.422065,0,7,parity
7319,103,64,7,0,1.0,,0.505622,15,0.023835,3,57.180567,0,7,parity
7320,234,1,3,0,1.0,,0.26585,9,0.006898,10,89.060213,0,7,parity
7321,134,64,5,0,1.0,,0.695887,12,0.017049,6,62.488791,0,7,parity
7322,94,125,3,0,1.0,,0.417386,11,0.006636,6,77.345203,0,7,parity
7323,283,1000,17,0,1.0,,0.540906,2,0.106942,11,96.405716,0,7,parity
7324,235,2197,18,0,1.0,,0.393672,8,0.006031,4,85.93267,0,7,parity
7325,250,27,16,0,1.0,,0.100691,12,0.007708,15,72.480979,0,7,parity
7326,228,8,11,0,1.0,,0.201969,4,0.00845,7,74.2337,0,7,parity
7327,242,216,14,0,1.0,,0.736225,2,0.015306,2,33.716343,0,7,parity
7328,94,2197,1,0,1.0,,0.760125,2,0.006615,2,68.720309,0,7,parity
7329,276,512,7,0,1.0,,0.1748,14,0.07204,8,86.563091,0,7,parity
7330,164,27,13,0,1.0,,0.136786,7,0.011004,13,68.105283,0,7,parity
7331,371,216,13,0,1.0,,0.713052,4,0.142396,9,62.840471,0,7,parity
7332,15,1728,20,0,1.0,,0.241099,6,0.053595,3,93.204473,0,7,parity
7333,485,8,8,0,1.0,,0.696124,8,0.019264,5,24.192214,0,7,parity
7334,428,1728,19,0,1.0,,0.705482,5,0.007054,2,34.091052,0,7,parity
7335,177,2197,18,0,1.0,,0.781941,12,0.010142,16,88.402717,0,7,parity
7336,198,2197,1,0,1.0,,0.547146,7,0.101931,15,35.255468,0,7,parity
7337,156,1000,8,0,1.0,,0.41842,5,0.016287,9,46.183168,0,7,parity
7338,82,343,19,0,1.0,,0.484799,7,0.016727,18,53.534641,0,7,parity
7339,452,216,6,0,1.0,,0.69764,3,0.023165,18,33.857343,0,7,parity
7340,334,729,5,0,1.0,,0.244822,8,0.12021,20,86.017355,0,7,parity
7341,368,2197,3,0,1.0,,0.143254,12,0.010216,9,40.358176,0,7,parity
7342,33,8,14,0,1.0,,0.478953,12,0.076455,4,74.163674,0,7,parity
7343,271,1,2,0,1.0,,0.714989,12,0.027949,1,85.190906,0,7,parity
7344,237,2744,10,0,1.0,,0.316025,1,0.010932,11,71.793794,0,7,parity
7345,331,1,4,0,1.0,,0.502095,12,0.787069,6,21.597719,0,7,parity
7346,96,2744,12,0,1.0,,0.90182,14,0.794208,8,18.976825,0,7,parity
7347,401,27,13,0,1.0,,0.192029,2,0.013923,14,99.141879,0,7,parity
7348,142,1728,10,0,1.0,,0.928933,6,0.11064,20,51.830837,0,7,parity
7349,304,1728,5,0,1.0,,0.753342,12,0.005635,18,97.571589,0,7,parity
7350,452,343,4,0,1.0,,0.627064,12,0.022241,18,51.104934,0,7,parity
7351,289,64,14,0,1.0,,0.687499,3,0.321877,8,72.739163,0,7,parity
7352,437,729,19,0,1.0,,0.964298,11,0.125137,19,13.885226,0,7,parity
7353,453,8,2,0,1.0,,0.943257,6,0.009995,18,74.306846,0,7,parity
7354,174,1728,16,0,1.0,,0.739395,6,0.026297,12,62.140674,0,7,parity
7355,143,216,12,0,1.0,,0.22524,9,0.007167,18,71.548278,0,7,parity
7356,31,729,11,0,1.0,,0.272409,12,0.013769,14,86.414542,0,7,parity
7357,279,1728,14,0,1.0,,0.338953,11,0.119842,9,78.216626,0,7,parity
7358,136,1,9,0,1.0,,0.677814,9,0.010881,16,70.558873,0,7,parity
7359,466,2197,5,0,1.0,,0.289826,1,0.006796,10,28.179756,0,7,parity
7360,371,3375,7,0,1.0,,0.723618,8,0.028049,9,90.65642,0,7,parity
7361,355,8,6,0,1.0,,0.653371,10,0.019705,8,58.700665,0,7,parity
7362,467,2197,1,0,1.0,,0.202432,10,0.006385,13,42.14964,0,7,parity
7363,132,64,4,0,1.0,,0.781753,5,0.006573,1,53.272259,0,7,parity
7364,158,64,14,0,1.0,,0.244425,1,0.009944,19,34.29267,0,7,parity
7365,255,1,1,0,1.0,,0.958891,1,0.111939,1,76.073862,0,7,parity
7366,225,3375,7,0,1.0,,0.146636,10,0.007645,14,27.458015,0,7,parity
7367,176,2197,15,0,1.0,,0.435018,12,0.047477,7,87.910795,0,7,parity
7368,299,1000,9,0,1.0,,0.555995,14,0.029796,16,49.276344,0,7,parity
7369,128,125,6,0,1.0,,0.867524,3,0.067919,17,35.640618,0,7,parity
7370,361,8,2,0,1.0,,0.354366,14,0.751803,14,92.258568,0,7,parity
7371,79,512,13,0,1.0,,0.536274,9,0.076154,15,88.286287,0,7,parity
7372,213,2744,14,0,1.0,,0.974184,10,0.006402,0,92.119623,0,7,parity
7373,99,1728,17,0,1.0,,0.49072,15,0.046106,15,99.501163,0,7,parity
7374,189,512,14,0,1.0,,0.452823,15,0.152204,17,76.755957,0,7,parity
7375,104,125,11,0,1.0,,0.746506,6,0.011614,13,26.268214,0,7,parity
7376,117,343,1,0,1.0,,0.415996,10,0.100478,18,52.749145,0,7,parity
7377,406,1331,9,0,1.0,,0.347624,7,0.426925,7,99.418036,0,7,parity
7378,330,1728,20,0,1.0,,0.522244,6,0.006926,4,34.114929,0,7,parity
7379,224,64,2,0,1.0,,0.209725,12,0.013943,16,43.247977,0,7,parity
7380,359,1,18,0,1.0,,0.614131,12,0.096345,1,19.095532,0,7,parity
7381,408,512,9,0,1.0,,0.723975,7,0.009786,6,91.091547,0,7,parity
7382,113,2197,7,0,1.0,,0.525121,8,0.052101,6,38.828251,0,7,parity
7383,418,125,4,0,1.0,,0.843336,13,0.247369,18,63.056546,0,7,parity
7384,66,2744,9,0,1.0,,0.897085,5,0.033704,12,74.911859,0,7,parity
7385,459,216,1,0,1.0,,0.342837,3,0.022716,20,41.313323,0,7,parity
7386,369,1000,6,0,1.0,,0.174448,15,0.016345,0,63.654333,0,7,parity
7387,50,3375,13,0,1.0,,0.849465,15,0.005796,5,10.592438,0,7,parity
7388,214,64,6,0,1.0,,0.626687,5,0.008939,6,78.210947,0,7,parity
7389,313,343,8,0,1.0,,0.909303,4,0.006039,14,26.901627,0,7,parity
7390,264,1,10,0,1.0,,0.254594,13,0.010696,13,58.043948,0,7,parity
7391,417,8,10,0,1.0,,0.763603,12,0.005929,0,34.749994,0,7,parity
7392,201,64,15,0,1.0,,0.130371,1,0.080495,10,53.675437,0,7,parity
7393,313,216,7,0,1.0,,0.639364,4,0.29591,4,85.688204,0,7,parity
7394,337,64,2,0,1.0,,0.994872,14,0.067446,15,32.413221,0,7,parity
7395,178,125,12,0,1.0,,0.706812,14,0.01003,12,12.681184,0,7,parity
7396,497,729,3,0,1.0,,0.605688,7,0.010499,17,34.638684,0,7,parity
7397,256,125,16,0,1.0,,0.333563,15,0.01575,12,80.100944,0,7,parity
7398,464,512,14,0,1.0,,0.403772,10,0.661064,15,85.00088,0,7,parity
7399,480,1000,16,0,1.0,,0.370301,8,0.008392,5,19.442793,0,7,parity
7400,65,64,15,0,1.0,,0.392716,13,0.011649,16,35.249144,0,7,parity
7401,191,2744,16,0,1.0,,0.547039,11,0.030178,0,34.333538,0,7,parity
7402,440,216,13,0,1.0,,0.655605,1,0.015376,18,33.602137,0,7,parity
7403,213,729,20,0,1.0,,0.527452,6,0.357049,18,22.469873,0,7,parity
7404,27,512,12,0,1.0,,0.638096,12,0.734196,2,15.633891,0,7,parity
7405,217,512,13,0,1.0,,0.217875,6,0.014713,17,86.396237,0,7,parity
7406,235,1728,6,0,1.0,,0.523572,13,0.007316,9,51.00714,0,7,parity
7407,61,2197,1,0,1.0,,0.735462,6,0.012009,20,34.429614,0,7,parity
7408,22,64,14,0,1.0,,0.97177,13,0.030234,16,82.964543,0,7,parity
7409,117,216,2,0,1.0,,0.953966,3,0.005739,16,96.996853,0,7,parity
7410,77,216,2,0,1.0,,0.679928,14,0.009091,9,94.200195,0,7,parity
7411,54,2744,9,0,1.0,,0.388776,9,0.012961,2,50.17488,0,7,parity
7412,14,343,12,0,1.0,,0.352895,11,0.140697,5,30.245995,0,7,parity
7413,76,216,12,0,1.0,,0.909714,10,0.006984,8,78.339285,0,7,parity
7414,261,8,9,0,1.0,,0.272958,15,0.007476,20,45.180591,0,7,parity
7415,444,512,5,0,1.0,,0.921432,1,0.008583,16,44.818412,0,7,parity
7416,451,2197,16,0,1.0,,0.2377,6,0.009924,6,44.057301,0,7,parity
7417,84,512,15,0,1.0,,0.623405,7,0.007262,7,62.792861,0,7,parity
7418,310,1728,4,0,1.0,,0.651336,4,0.021282,10,37.583266,0,7,parity
7419,207,1331,10,0,1.0,,0.941122,5,0.012272,16,79.729182,0,7,parity
7420,17,1728,11,0,1.0,,0.331231,13,0.013854,20,67.542386,0,7,parity
7421,85,2197,16,0,1.0,,0.609374,4,0.0237,12,16.576265,0,7,parity
7422,151,27,12,0,1.0,,0.159796,2,0.006911,13,28.882866,0,7,parity
7423,412,8,19,0,1.0,,0.713886,3,0.132663,10,76.22083,0,7,parity
7424,93,8,1,0,1.0,,0.104535,7,0.023316,17,43.125121,0,7,parity
7425,312,1,1,0,1.0,,0.966976,6,0.005945,2,61.167688,0,7,parity
7426,111,2197,18,0,1.0,,0.153193,12,0.011023,5,29.42243,0,7,parity
7427,364,2197,16,0,1.0,,0.838931,7,0.050386,5,60.661776,0,7,parity
7428,328,343,4,0,1.0,,0.48835,2,0.011138,8,82.542805,0,7,parity
7429,43,125,20,0,1.0,,0.460616,3,0.015791,2,76.804367,0,7,parity
7430,259,2197,12,0,1.0,,0.852127,2,0.059067,1,45.653037,0,7,parity
7431,293,216,13,0,1.0,,0.181983,6,0.632386,11,54.861962,0,7,parity
7432,425,8,9,0,1.0,,0.777401,14,0.00701,7,96.394155,0,7,parity
7433,53,343,16,0,1.0,,0.675168,13,0.017066,1,70.462923,0,7,parity
7434,33,3375,14,0,1.0,,0.648934,4,0.024872,6,24.107375,0,7,parity
7435,13,27,3,0,1.0,,0.194548,11,0.056379,13,54.623011,0,7,parity
7436,19,125,16,0,1.0,,0.143552,2,0.126928,16,54.040702,0,7,parity
7437,98,729,19,0,1.0,,0.258435,9,0.007667,2,82.599934,0,7,parity
7438,219,1331,6,0,1.0,,0.273826,13,0.016824,18,29.767043,0,7,parity
7439,175,27,18,0,1.0,,0.850001,8,0.080474,19,17.662699,0,7,parity
7440,453,512,16,0,1.0,,0.234437,1,0.362229,4,29.990545,0,7,parity
7441,185,512,11,0,1.0,,0.495621,10,0.005792,13,43.472076,0,7,parity
7442,127,125,15,0,1.0,,0.644539,14,0.237079,11,18.272025,0,7,parity
7443,301,3375,10,0,1.0,,0.607011,13,0.2628,16,73.056172,0,7,parity
7444,19,343,1,0,1.0,,0.705337,11,0.008627,19,24.548232,0,7,parity
7445,445,27,14,0,1.0,,0.662345,12,0.009481,6,37.591538,0,7,parity
7446,246,2744,7,0,1.0,,0.226352,5,0.023692,7,37.789362,0,7,parity
7447,240,125,1,0,1.0,,0.770561,15,0.017395,13,66.460311,0,7,parity
7448,229,1,13,0,1.0,,0.350877,7,0.008533,8,22.738186,0,7,parity
7449,332,125,11,0,1.0,,0.161732,11,0.222248,9,67.562959,0,7,parity
7450,327,27,2,0,1.0,,0.211615,15,0.221781,0,47.541039,0,7,parity
7451,455,1331,3,0,1.0,,0.140032,8,0.065529,10,38.988284,0,7,parity
7452,406,729,1,0,1.0,,0.549381,14,0.026685,13,79.166257,0,7,parity
7453,61,125,19,0,1.0,,0.933277,10,0.03799,0,47.581932,0,7,parity
7454,184,64,15,0,1.0,,0.495437,11,0.015299,18,53.396811,0,7,parity
7455,441,1331,9,0,1.0,,0.543814,7,0.034806,12,55.694918,0,7,parity
7456,486,216,7,0,1.0,,0.735271,15,0.009521,20,50.979449,0,7,parity
7457,71,3375,2,0,1.0,,0.159525,5,0.008518,10,22.297538,0,7,parity
7458,359,1331,8,0,1.0,,0.601133,14,0.015282,17,59.343591,0,7,parity
7459,499,1728,10,0,1.0,,0.706988,7,0.017786,2,99.248927,0,7,parity
7460,342,1331,8,0,1.0,,0.390201,9,0.032265,5,60.764218,0,7,parity
7461,308,2197,2,0,1.0,,0.431228,4,0.019422,18,90.765806,0,7,parity
7462,341,729,13,0,1.0,,0.20464,8,0.588409,18,61.543641,0,7,parity
7463,20,1728,18,0,1.0,,0.810532,14,0.012861,14,19.889648,0,7,parity
7464,176,729,15,0,1.0,,0.52311,11,0.011474,4,50.778933,0,7,parity
7465,465,343,13,0,1.0,,0.898089,7,0.051627,5,96.818048,0,7,parity
7466,181,64,4,0,1.0,,0.505454,7,0.011722,13,39.040304,0,7,parity
7467,324,2197,2,0,1.0,,0.782293,15,0.006496,6,40.595125,0,7,parity
7468,15,27,15,0,1.0,,0.986147,15,0.192805,14,88.902526,0,7,parity
7469,369,1000,11,0,1.0,,0.202164,8,0.007252,20,85.951667,0,7,parity
7470,451,1000,18,0,1.0,,0.203514,5,0.009928,17,54.222089,0,7,parity
7471,121,2197,20,0,1.0,,0.221301,11,0.631123,16,51.693336,0,7,parity
7472,467,27,6,0,1.0,,0.922022,3,0.019518,19,91.210593,0,7,parity
7473,320,216,12,0,1.0,,0.696203,2,0.093406,10,75.894251,0,7,parity
7474,395,1,15,0,1.0,,0.519312,3,0.027884,16,21.359071,0,7,parity
7475,259,1331,14,0,1.0,,0.323676,9,0.030663,2,31.790327,0,7,parity
7476,18,1,6,0,1.0,,0.394893,2,0.00813,1,92.220253,0,7,parity
7477,367,2197,17,0,1.0,,0.465329,4,0.014021,1,59.19822,0,7,parity
7478,27,125,8,0,1.0,,0.473904,10,0.021158,11,26.844438,0,7,parity
7479,226,64,12,0,1.0,,0.987091,10,0.075031,1,91.251007,0,7,parity
7480,44,1728,15,0,1.0,,0.395931,11,0.013024,20,42.298973,0,7,parity
7481,121,1331,19,0,1.0,,0.76968,10,0.007676,10,76.924645,0,7,parity
7482,336,2197,7,0,1.0,,0.333818,12,0.008667,9,57.332147,0,7,parity
7483,400,1000,5,0,1.0,,0.409889,12,0.03836,3,33.291691,0,7,parity
7484,92,729,13,0,1.0,,0.545895,1,0.023992,0,17.173588,0,7,parity
